date,mine_id,mine_name,planned_tonnage,actual_tonnage,ore_grade_mn,recovery_rate,crusher_utilization,fleet_availability,operating_hours,downtime_hours,rainfall_mm,shortfall_tonnes,shortfall_percentage,shortfall_event
2026-01-15,tirodi,Tirodi Manganese Lease,3200,2541,36.0,85.7,89.7,91.7,22.7,1.3,0.0,659,20.6,1
2026-01-16,tirodi,Tirodi Manganese Lease,3200,2533,36.1,85.0,92.2,89.8,23.0,1.0,0.0,667,20.8,1
2026-01-17,tirodi,Tirodi Manganese Lease,3200,2498,34.4,86.1,86.6,91.8,22.2,1.8,0.0,702,21.9,1
2026-01-18,tirodi,Tirodi Manganese Lease,3200,2349,37.5,87.2,87.0,84.4,22.3,1.7,0.0,851,26.6,1
2026-01-19,tirodi,Tirodi Manganese Lease,3200,2456,35.8,87.1,88.8,82.7,22.6,1.4,0.0,744,23.2,1
2026-01-20,tirodi,Tirodi Manganese Lease,3200,2526,35.5,85.2,85.6,87.1,22.4,1.6,0.0,674,21.1,1
2026-01-21,tirodi,Tirodi Manganese Lease,3200,2662,35.7,85.7,89.6,88.3,23.1,0.9,0.0,538,16.8,1
2026-01-22,tirodi,Tirodi Manganese Lease,3200,2569,33.9,85.3,91.5,88.8,23.1,0.9,0.0,631,19.7,1
2026-01-23,tirodi,Tirodi Manganese Lease,3200,2555,36.0,87.0,95.8,88.0,23.0,1.0,0.0,645,20.2,1
2026-01-24,tirodi,Tirodi Manganese Lease,3200,2481,35.5,85.2,88.7,88.1,22.5,1.5,0.0,719,22.5,1
2026-01-25,tirodi,Tirodi Manganese Lease,3200,2556,37.0,87.2,89.9,87.2,22.4,1.6,0.0,644,20.1,1
2026-01-26,tirodi,Tirodi Manganese Lease,3200,2533,35.8,86.0,94.0,85.1,23.0,1.0,0.0,667,20.8,1
2026-01-27,tirodi,Tirodi Manganese Lease,3200,2316,37.1,86.3,86.7,83.8,22.2,1.8,0.0,884,27.6,1
2026-01-28,tirodi,Tirodi Manganese Lease,3200,2469,36.9,85.9,89.0,88.0,22.5,1.5,0.0,731,22.8,1
2026-01-29,tirodi,Tirodi Manganese Lease,3200,2500,35.8,85.7,93.0,88.9,22.4,1.6,0.0,700,21.9,1
2026-01-30,tirodi,Tirodi Manganese Lease,3200,2497,36.0,85.7,92.3,84.7,22.9,1.1,0.0,703,22.0,1
2026-01-31,tirodi,Tirodi Manganese Lease,3200,2578,36.5,86.9,90.4,86.7,22.6,1.4,0.0,622,19.4,1
2026-02-01,tirodi,Tirodi Manganese Lease,3200,2478,36.5,85.8,94.3,88.6,22.8,1.2,0.0,722,22.6,1
2026-02-02,tirodi,Tirodi Manganese Lease,3200,2514,36.3,87.6,94.5,84.9,23.5,0.5,0.0,686,21.4,1
2026-02-03,tirodi,Tirodi Manganese Lease,3200,2458,35.7,86.2,89.3,89.7,22.3,1.7,0.0,742,23.2,1
2026-02-04,tirodi,Tirodi Manganese Lease,3200,2456,35.2,86.2,88.5,88.7,22.4,1.6,0.0,744,23.2,1
2026-02-05,tirodi,Tirodi Manganese Lease,3200,2676,35.7,85.0,88.7,91.4,22.7,1.3,0.0,524,16.4,1
2026-02-06,tirodi,Tirodi Manganese Lease,3200,2379,36.3,87.7,88.4,83.7,22.1,1.9,0.0,821,25.7,1
2026-02-07,tirodi,Tirodi Manganese Lease,3200,2802,36.3,85.2,95.3,95.2,23.0,1.0,0.0,398,12.4,1
2026-02-08,tirodi,Tirodi Manganese Lease,3200,2652,35.8,87.4,93.4,91.3,22.8,1.2,0.0,548,17.1,1
2026-02-09,tirodi,Tirodi Manganese Lease,3200,2512,34.9,86.8,91.3,83.7,23.0,1.0,0.0,688,21.5,1
2026-02-10,tirodi,Tirodi Manganese Lease,3200,2580,36.6,86.4,85.8,92.0,22.2,1.8,0.0,620,19.4,1
2026-02-11,tirodi,Tirodi Manganese Lease,3200,2613,36.4,85.8,94.0,89.1,23.3,0.7,0.0,587,18.3,1
2026-02-12,tirodi,Tirodi Manganese Lease,3200,2536,35.3,86.8,87.7,92.3,22.0,2.0,0.0,664,20.8,1
2026-02-13,tirodi,Tirodi Manganese Lease,3200,2684,37.5,86.6,91.1,92.2,23.2,0.8,0.0,516,16.1,1
2026-02-14,tirodi,Tirodi Manganese Lease,3200,2544,37.1,86.5,86.8,87.3,22.3,1.7,0.0,656,20.5,1
2026-02-15,tirodi,Tirodi Manganese Lease,3200,2397,36.5,86.2,89.4,84.3,22.9,1.1,0.0,803,25.1,1
2026-02-16,tirodi,Tirodi Manganese Lease,3200,2407,36.7,86.6,89.0,85.2,22.8,1.2,0.0,793,24.8,1
2026-02-17,tirodi,Tirodi Manganese Lease,3200,2435,35.7,87.1,90.6,86.2,22.7,1.3,0.0,765,23.9,1
2026-02-18,tirodi,Tirodi Manganese Lease,3200,2527,36.4,86.6,85.7,87.9,22.2,1.8,0.0,673,21.0,1
2026-02-19,tirodi,Tirodi Manganese Lease,3200,2340,36.8,86.0,92.2,85.2,22.3,1.7,0.0,860,26.9,1
2026-02-20,tirodi,Tirodi Manganese Lease,3200,2688,35.4,85.6,92.1,90.6,22.8,1.2,0.0,512,16.0,1
2026-02-21,tirodi,Tirodi Manganese Lease,3200,2590,36.6,86.8,89.8,88.5,22.3,1.7,0.0,610,19.1,1
2026-02-22,tirodi,Tirodi Manganese Lease,3200,2578,36.2,85.8,91.9,87.0,23.3,0.7,0.0,622,19.4,1
2026-02-23,tirodi,Tirodi Manganese Lease,3200,2309,35.7,85.4,88.0,82.9,22.8,1.2,0.0,891,27.8,1
2026-02-24,tirodi,Tirodi Manganese Lease,3200,2749,36.1,87.2,91.7,92.2,23.3,0.7,0.0,451,14.1,1
2026-02-25,tirodi,Tirodi Manganese Lease,3200,2424,36.1,86.1,93.5,87.1,22.5,1.5,0.0,776,24.2,1
2026-02-26,tirodi,Tirodi Manganese Lease,3200,2469,36.2,87.9,87.9,87.2,22.1,1.9,0.0,731,22.8,1
2026-02-27,tirodi,Tirodi Manganese Lease,3200,2650,35.6,87.3,91.9,92.0,22.8,1.2,0.0,550,17.2,1
2026-02-28,tirodi,Tirodi Manganese Lease,3200,1826,36.4,87.4,64.3,87.2,16.1,7.9,0.0,1374,42.9,1
2026-03-01,tirodi,Tirodi Manganese Lease,3200,2678,35.2,85.7,92.6,91.9,22.8,1.2,0.0,522,16.3,1
2026-03-02,tirodi,Tirodi Manganese Lease,3200,2588,36.2,85.4,92.2,86.3,23.2,0.8,0.0,612,19.1,1
2026-03-03,tirodi,Tirodi Manganese Lease,3200,2777,35.2,85.2,91.0,92.3,23.3,0.7,0.0,423,13.2,1
2026-03-04,tirodi,Tirodi Manganese Lease,3200,2615,35.9,87.6,86.6,89.4,22.5,1.5,0.0,585,18.3,1
2026-03-05,tirodi,Tirodi Manganese Lease,3200,2575,35.9,87.0,92.6,88.0,22.6,1.4,0.0,625,19.5,1
2026-03-06,tirodi,Tirodi Manganese Lease,3200,2451,36.7,85.6,88.4,87.0,23.1,0.9,0.0,749,23.4,1
2026-03-07,tirodi,Tirodi Manganese Lease,3200,2418,35.6,84.7,87.2,85.6,22.3,1.7,0.0,782,24.4,1
2026-03-08,tirodi,Tirodi Manganese Lease,3200,2604,36.7,86.2,91.2,90.5,22.1,1.9,0.0,596,18.6,1
2026-03-09,tirodi,Tirodi Manganese Lease,3200,2461,35.3,85.7,91.8,88.1,22.5,1.5,0.0,739,23.1,1
2026-03-10,tirodi,Tirodi Manganese Lease,3200,2578,34.7,86.2,91.1,91.2,22.8,1.2,0.0,622,19.4,1
2026-03-11,tirodi,Tirodi Manganese Lease,3200,2592,35.4,87.2,91.6,88.9,22.3,1.7,0.0,608,19.0,1
2026-03-12,tirodi,Tirodi Manganese Lease,3200,2501,36.2,86.4,93.5,88.0,23.0,1.0,0.0,699,21.8,1
2026-03-13,tirodi,Tirodi Manganese Lease,3200,2547,35.8,85.7,94.5,89.3,22.7,1.3,0.0,653,20.4,1
2026-03-14,tirodi,Tirodi Manganese Lease,3200,2446,35.3,86.6,91.1,88.7,22.0,2.0,0.0,754,23.6,1
2026-03-15,tirodi,Tirodi Manganese Lease,3200,2577,35.9,86.2,90.5,90.9,22.1,1.9,0.0,623,19.5,1
2026-03-16,tirodi,Tirodi Manganese Lease,3200,2479,36.0,85.5,91.8,84.7,22.8,1.2,0.0,721,22.5,1
2026-03-17,tirodi,Tirodi Manganese Lease,3200,2777,36.3,86.4,93.3,90.9,23.4,0.6,0.0,423,13.2,1
2026-03-18,tirodi,Tirodi Manganese Lease,3200,2401,31.1,82.0,85.0,86.7,22.2,1.8,0.0,799,25.0,1
2026-03-19,tirodi,Tirodi Manganese Lease,3200,2624,35.9,86.0,91.0,90.6,22.2,1.8,0.0,576,18.0,1
2026-03-20,tirodi,Tirodi Manganese Lease,3200,2468,35.6,86.3,90.8,87.7,22.9,1.1,0.0,732,22.9,1
2026-03-21,tirodi,Tirodi Manganese Lease,3200,2474,37.8,88.4,90.8,84.1,22.1,1.9,0.0,726,22.7,1
2026-03-22,tirodi,Tirodi Manganese Lease,3200,2672,36.7,87.7,93.8,86.4,23.5,0.5,0.0,528,16.5,1
2026-03-23,tirodi,Tirodi Manganese Lease,3200,2536,35.9,85.3,88.4,89.2,22.5,1.5,0.0,664,20.8,1
2026-03-24,tirodi,Tirodi Manganese Lease,3200,2459,36.8,87.7,91.7,84.5,23.2,0.8,0.0,741,23.2,1
2026-03-25,tirodi,Tirodi Manganese Lease,3200,2397,37.0,87.0,90.3,84.0,22.4,1.6,0.0,803,25.1,1
2026-03-26,tirodi,Tirodi Manganese Lease,3200,2455,36.1,85.2,85.3,88.8,22.1,1.9,0.0,745,23.3,1
2026-03-27,tirodi,Tirodi Manganese Lease,3200,2493,36.8,85.4,86.8,90.2,22.2,1.8,0.0,707,22.1,1
2026-03-28,tirodi,Tirodi Manganese Lease,3200,2583,36.9,85.7,89.5,90.7,23.0,1.0,0.0,617,19.3,1
2026-03-29,tirodi,Tirodi Manganese Lease,3200,2507,36.1,87.7,90.2,84.1,22.9,1.1,0.0,693,21.7,1
2026-03-30,tirodi,Tirodi Manganese Lease,3200,2652,36.0,85.6,96.1,88.9,23.5,0.5,0.0,548,17.1,1
2026-03-31,tirodi,Tirodi Manganese Lease,3200,2647,36.4,87.6,89.4,87.4,22.7,1.3,0.0,553,17.3,1
2026-04-01,tirodi,Tirodi Manganese Lease,3200,2673,36.6,88.1,87.9,92.2,22.7,1.3,0.0,527,16.5,1
2026-04-02,tirodi,Tirodi Manganese Lease,3200,2663,35.9,87.8,93.2,88.5,22.9,1.1,0.0,537,16.8,1
2026-04-03,tirodi,Tirodi Manganese Lease,3200,2714,35.0,87.2,91.7,91.1,23.2,0.8,0.0,486,15.2,1
2026-04-04,tirodi,Tirodi Manganese Lease,3200,2452,36.6,85.5,88.6,87.5,22.4,1.6,0.0,748,23.4,1
2026-04-05,tirodi,Tirodi Manganese Lease,3200,2690,36.9,87.9,94.7,87.6,23.5,0.5,0.0,510,15.9,1
2026-04-06,tirodi,Tirodi Manganese Lease,3200,2521,36.2,85.8,87.0,86.6,22.5,1.5,0.0,679,21.2,1
2026-04-07,tirodi,Tirodi Manganese Lease,3200,2607,36.6,85.4,91.2,87.2,23.5,0.5,0.0,593,18.5,1
2026-04-08,tirodi,Tirodi Manganese Lease,3200,2392,35.2,84.9,91.3,87.4,22.2,1.8,0.0,808,25.2,1
2026-04-09,tirodi,Tirodi Manganese Lease,3200,2611,36.7,86.7,89.4,87.7,23.0,1.0,0.0,589,18.4,1
2026-04-10,tirodi,Tirodi Manganese Lease,3200,2682,36.1,87.2,89.2,88.5,23.2,0.8,0.0,518,16.2,1
2026-04-11,tirodi,Tirodi Manganese Lease,3200,2353,35.5,84.9,88.9,85.1,22.4,1.6,0.0,847,26.5,1
2026-04-12,tirodi,Tirodi Manganese Lease,3200,2508,36.5,87.1,91.6,86.4,22.9,1.1,0.0,692,21.6,1
2026-04-13,tirodi,Tirodi Manganese Lease,3200,2433,35.6,85.8,87.6,89.8,22.1,1.9,0.0,767,24.0,1
2026-04-14,tirodi,Tirodi Manganese Lease,3200,2480,35.3,85.3,86.9,90.0,22.0,2.0,0.0,720,22.5,1
2026-04-15,tirodi,Tirodi Manganese Lease,3200,2515,36.2,86.6,89.8,87.8,22.7,1.3,0.0,685,21.4,1
2026-04-16,tirodi,Tirodi Manganese Lease,3200,1884,35.1,86.6,64.2,86.5,16.5,7.5,0.0,1316,41.1,1
2026-04-17,tirodi,Tirodi Manganese Lease,3200,2462,35.4,85.5,92.3,87.7,22.2,1.8,0.0,738,23.1,1
2026-04-18,tirodi,Tirodi Manganese Lease,3200,2628,36.9,86.5,89.6,86.8,23.1,0.9,0.0,572,17.9,1
2026-04-19,tirodi,Tirodi Manganese Lease,3200,2592,36.5,86.3,91.3,89.8,23.4,0.6,0.0,608,19.0,1
2026-04-20,tirodi,Tirodi Manganese Lease,3200,2604,36.0,87.3,87.0,88.5,22.7,1.3,0.0,596,18.6,1
2026-04-21,tirodi,Tirodi Manganese Lease,3200,2517,36.7,85.7,86.8,91.7,22.4,1.6,0.0,683,21.3,1
2026-04-22,tirodi,Tirodi Manganese Lease,3200,2612,37.4,87.5,92.2,88.0,23.2,0.8,0.0,588,18.4,1
2026-04-23,tirodi,Tirodi Manganese Lease,3200,2590,36.2,85.1,90.7,87.1,23.4,0.6,0.0,610,19.1,1
2026-04-24,tirodi,Tirodi Manganese Lease,3200,2513,36.5,87.0,86.4,88.4,22.2,1.8,0.0,687,21.5,1
2026-04-25,tirodi,Tirodi Manganese Lease,3200,2481,35.8,86.4,86.7,90.4,22.2,1.8,0.0,719,22.5,1
2026-04-26,tirodi,Tirodi Manganese Lease,3200,2403,34.9,84.3,94.1,86.4,22.6,1.4,0.0,797,24.9,1
2026-04-27,tirodi,Tirodi Manganese Lease,3200,2427,36.3,86.5,87.2,85.3,22.3,1.7,0.0,773,24.2,1
2026-04-28,tirodi,Tirodi Manganese Lease,3200,2602,36.4,85.4,95.4,89.7,23.4,0.6,0.0,598,18.7,1
2026-04-29,tirodi,Tirodi Manganese Lease,3200,2843,36.7,88.2,93.0,93.9,22.9,1.1,0.0,357,11.2,1
2026-04-30,tirodi,Tirodi Manganese Lease,3200,2663,37.0,86.1,96.1,90.9,23.1,0.9,0.0,537,16.8,1
2026-05-01,tirodi,Tirodi Manganese Lease,3200,2589,35.9,85.1,84.9,90.8,22.1,1.9,0.0,611,19.1,1
2026-05-02,tirodi,Tirodi Manganese Lease,3200,2671,35.8,87.1,94.5,89.6,23.2,0.8,0.0,529,16.5,1
2026-05-03,tirodi,Tirodi Manganese Lease,3200,2381,35.5,84.9,87.9,87.6,22.2,1.8,0.0,819,25.6,1
2026-05-04,tirodi,Tirodi Manganese Lease,3200,2520,37.6,86.6,87.4,85.1,22.5,1.5,0.0,680,21.2,1
2026-05-05,tirodi,Tirodi Manganese Lease,3200,2622,35.3,86.8,94.8,88.6,23.3,0.7,0.0,578,18.1,1
2026-05-06,tirodi,Tirodi Manganese Lease,3200,2458,36.1,86.0,88.5,88.2,22.6,1.4,0.0,742,23.2,1
2026-05-07,tirodi,Tirodi Manganese Lease,3200,2578,36.6,86.5,88.1,86.1,23.0,1.0,0.0,622,19.4,1
2026-05-08,tirodi,Tirodi Manganese Lease,3200,2570,35.8,86.1,88.3,89.6,22.5,1.5,0.0,630,19.7,1
2026-05-09,tirodi,Tirodi Manganese Lease,3200,2449,35.4,85.9,90.0,85.9,22.2,1.8,0.0,751,23.5,1
2026-05-10,tirodi,Tirodi Manganese Lease,3200,2313,35.2,85.2,86.1,83.2,22.2,1.8,0.0,887,27.7,1
2026-05-11,tirodi,Tirodi Manganese Lease,3200,2561,36.4,86.8,91.6,90.4,22.2,1.8,0.0,639,20.0,1
2026-05-12,tirodi,Tirodi Manganese Lease,3200,2686,37.2,88.3,93.4,85.8,23.5,0.5,0.0,514,16.1,1
2026-05-13,tirodi,Tirodi Manganese Lease,3200,2404,35.4,86.8,90.2,82.1,22.2,1.8,0.0,796,24.9,1
2026-05-14,tirodi,Tirodi Manganese Lease,3200,2658,36.5,87.5,96.9,86.8,23.3,0.7,0.0,542,16.9,1
2026-05-15,tirodi,Tirodi Manganese Lease,3200,2512,36.7,87.6,87.6,85.7,22.9,1.1,0.0,688,21.5,1
2025-01-01,ukwa,Ukwa Low-Phosphorus,2200,1862,41.4,85.2,89.9,93.9,22.9,1.1,0.0,338,15.4,1
2025-01-02,ukwa,Ukwa Low-Phosphorus,2200,1897,42.1,87.5,88.7,92.6,22.6,1.4,0.0,303,13.8,1
2025-01-03,ukwa,Ukwa Low-Phosphorus,2200,1893,42.6,87.4,86.8,92.5,22.6,1.4,0.0,307,14.0,1
2025-01-04,ukwa,Ukwa Low-Phosphorus,2200,1932,42.4,87.5,91.1,95.9,22.1,1.9,0.0,268,12.2,1
2025-01-05,ukwa,Ukwa Low-Phosphorus,2200,2008,43.2,87.2,95.2,94.8,23.4,0.6,0.0,192,8.7,0
2025-01-06,ukwa,Ukwa Low-Phosphorus,2200,1859,43.4,87.6,95.3,93.8,23.1,0.9,0.0,341,15.5,1
2025-01-07,ukwa,Ukwa Low-Phosphorus,2200,1761,41.0,85.8,92.8,89.2,23.4,0.6,0.0,439,20.0,1
2025-01-08,ukwa,Ukwa Low-Phosphorus,2200,1870,41.5,85.4,94.8,97.3,22.9,1.1,0.0,330,15.0,1
2025-01-09,ukwa,Ukwa Low-Phosphorus,2200,1890,41.6,87.1,90.2,93.9,22.4,1.6,0.0,310,14.1,1
2025-01-10,ukwa,Ukwa Low-Phosphorus,2200,1915,42.4,87.5,91.7,93.5,22.7,1.3,0.0,285,13.0,1
2025-01-11,ukwa,Ukwa Low-Phosphorus,2200,1727,41.1,85.5,86.0,89.2,22.4,1.6,0.0,473,21.5,1
2025-01-12,ukwa,Ukwa Low-Phosphorus,2200,1949,42.1,86.7,97.2,92.7,23.4,0.6,0.0,251,11.4,1
2025-01-13,ukwa,Ukwa Low-Phosphorus,2200,1828,41.9,87.1,87.2,95.9,22.2,1.8,0.0,372,16.9,1
2025-01-14,ukwa,Ukwa Low-Phosphorus,2200,1831,41.6,87.4,94.1,93.2,22.7,1.3,0.0,369,16.8,1
2025-01-15,ukwa,Ukwa Low-Phosphorus,2200,1958,43.3,88.5,93.3,96.4,23.1,0.9,0.0,242,11.0,1
2025-01-16,ukwa,Ukwa Low-Phosphorus,2200,2005,42.4,87.9,89.9,94.6,23.5,0.5,0.0,195,8.9,0
2025-01-17,ukwa,Ukwa Low-Phosphorus,2200,1939,41.3,86.6,93.0,98.0,22.8,1.2,0.0,261,11.9,1
2025-01-18,ukwa,Ukwa Low-Phosphorus,2200,1895,42.8,88.0,90.2,93.5,23.2,0.8,0.0,305,13.9,1
2025-01-19,ukwa,Ukwa Low-Phosphorus,2200,1890,41.4,86.3,91.7,94.0,23.1,0.9,0.0,310,14.1,1
2025-01-20,ukwa,Ukwa Low-Phosphorus,2200,1803,41.8,87.5,90.6,94.6,22.2,1.8,0.0,397,18.0,1
2025-01-21,ukwa,Ukwa Low-Phosphorus,2200,1740,42.9,85.7,88.0,91.9,22.5,1.5,0.0,460,20.9,1
2025-01-22,ukwa,Ukwa Low-Phosphorus,2200,1979,42.8,87.6,95.3,94.9,23.4,0.6,0.0,221,10.0,1
2025-01-23,ukwa,Ukwa Low-Phosphorus,2200,1974,41.8,87.5,92.6,94.4,23.1,0.9,0.0,226,10.3,1
2025-01-24,ukwa,Ukwa Low-Phosphorus,2200,1878,42.6,86.6,84.9,94.0,22.1,1.9,0.0,322,14.6,1
2025-01-25,ukwa,Ukwa Low-Phosphorus,2200,1776,41.9,85.6,88.4,92.9,22.6,1.4,0.0,424,19.3,1
2025-01-26,ukwa,Ukwa Low-Phosphorus,2200,1926,41.4,86.9,89.9,95.3,23.3,0.7,0.0,274,12.5,1
2025-01-27,ukwa,Ukwa Low-Phosphorus,2200,1835,42.0,85.0,94.3,92.9,22.8,1.2,0.0,365,16.6,1
2025-01-28,ukwa,Ukwa Low-Phosphorus,2200,1755,42.1,85.4,85.5,92.0,22.3,1.7,0.0,445,20.2,1
2025-01-29,ukwa,Ukwa Low-Phosphorus,2200,1803,41.8,85.2,90.9,94.2,22.7,1.3,0.0,397,18.0,1
2025-01-30,ukwa,Ukwa Low-Phosphorus,2200,1836,41.7,85.6,94.4,94.0,23.0,1.0,0.0,364,16.5,1
2025-01-31,ukwa,Ukwa Low-Phosphorus,2200,1857,40.7,85.7,91.8,94.4,22.1,1.9,0.0,343,15.6,1
2025-02-01,ukwa,Ukwa Low-Phosphorus,2200,1780,41.1,87.3,86.6,92.2,22.5,1.5,0.0,420,19.1,1
2025-02-02,ukwa,Ukwa Low-Phosphorus,2200,1948,41.5,87.3,95.1,92.1,23.2,0.8,0.0,252,11.5,1
2025-02-03,ukwa,Ukwa Low-Phosphorus,2200,1716,41.5,85.3,86.0,92.4,22.1,1.9,0.0,484,22.0,1
2025-02-04,ukwa,Ukwa Low-Phosphorus,2200,1812,41.6,85.4,87.6,90.2,22.6,1.4,0.0,388,17.6,1
2025-02-05,ukwa,Ukwa Low-Phosphorus,2200,1973,41.1,87.0,90.9,92.9,23.5,0.5,0.0,227,10.3,1
2025-02-06,ukwa,Ukwa Low-Phosphorus,2200,1892,41.9,87.9,88.7,93.0,23.0,1.0,0.0,308,14.0,1
2025-02-07,ukwa,Ukwa Low-Phosphorus,2200,1817,41.7,86.5,89.2,91.2,23.1,0.9,0.0,383,17.4,1
2025-02-08,ukwa,Ukwa Low-Phosphorus,2200,1830,41.6,85.7,92.7,92.9,22.7,1.3,0.0,370,16.8,1
2025-02-09,ukwa,Ukwa Low-Phosphorus,2200,1828,41.3,85.3,90.6,90.9,23.3,0.7,0.0,372,16.9,1
2025-02-10,ukwa,Ukwa Low-Phosphorus,2200,1873,41.6,87.0,88.3,94.2,22.3,1.7,0.0,327,14.9,1
2025-02-11,ukwa,Ukwa Low-Phosphorus,2200,1778,43.8,86.4,89.7,91.9,22.9,1.1,0.0,422,19.2,1
2025-02-12,ukwa,Ukwa Low-Phosphorus,2200,1859,42.1,85.6,88.8,98.8,22.2,1.8,0.0,341,15.5,1
2025-02-13,ukwa,Ukwa Low-Phosphorus,2200,1848,42.2,86.5,87.4,96.1,22.2,1.8,0.0,352,16.0,1
2025-02-14,ukwa,Ukwa Low-Phosphorus,2200,1989,41.5,86.5,89.7,96.8,22.7,1.3,0.0,211,9.6,0
2025-02-15,ukwa,Ukwa Low-Phosphorus,2200,1897,42.3,88.2,86.1,98.2,22.4,1.6,0.0,303,13.8,1
2025-02-16,ukwa,Ukwa Low-Phosphorus,2200,1854,41.1,86.3,93.3,93.6,23.4,0.6,0.0,346,15.7,1
2025-02-17,ukwa,Ukwa Low-Phosphorus,2200,1295,41.1,84.5,58.2,94.5,15.5,8.5,0.0,905,41.1,1
2025-02-18,ukwa,Ukwa Low-Phosphorus,2200,1875,42.2,86.6,88.5,92.4,22.8,1.2,0.0,325,14.8,1
2025-02-19,ukwa,Ukwa Low-Phosphorus,2200,1869,41.8,85.3,93.3,95.4,22.8,1.2,0.0,331,15.0,1
2025-02-20,ukwa,Ukwa Low-Phosphorus,2200,1696,42.5,87.1,88.2,88.6,22.3,1.7,0.0,504,22.9,1
2025-02-21,ukwa,Ukwa Low-Phosphorus,2200,1906,41.2,85.8,90.9,97.4,22.1,1.9,0.0,294,13.4,1
2025-02-22,ukwa,Ukwa Low-Phosphorus,2200,1910,42.3,85.9,86.6,99.0,22.4,1.6,0.0,290,13.2,1
2025-02-23,ukwa,Ukwa Low-Phosphorus,2200,1869,42.0,87.6,94.8,93.0,23.0,1.0,0.0,331,15.0,1
2025-02-24,ukwa,Ukwa Low-Phosphorus,2200,1886,42.1,87.9,95.9,92.8,23.2,0.8,0.0,314,14.3,1
2025-02-25,ukwa,Ukwa Low-Phosphorus,2200,1822,42.1,85.7,95.6,93.7,23.1,0.9,0.0,378,17.2,1
2025-02-26,ukwa,Ukwa Low-Phosphorus,2200,1756,41.5,85.2,85.6,92.0,22.0,2.0,0.0,444,20.2,1
2025-02-27,ukwa,Ukwa Low-Phosphorus,2200,1902,42.1,86.0,91.5,95.2,23.1,0.9,0.0,298,13.5,1
2025-02-28,ukwa,Ukwa Low-Phosphorus,2200,1886,42.2,85.6,91.6,94.0,22.9,1.1,0.0,314,14.3,1
2025-03-01,ukwa,Ukwa Low-Phosphorus,2200,1860,42.0,86.6,90.3,93.1,22.3,1.7,0.0,340,15.5,1
2025-03-02,ukwa,Ukwa Low-Phosphorus,2200,1896,41.3,84.6,94.0,93.2,23.2,0.8,0.0,304,13.8,1
2025-03-03,ukwa,Ukwa Low-Phosphorus,2200,1899,42.3,85.7,94.4,93.5,23.1,0.9,0.0,301,13.7,1
2025-03-04,ukwa,Ukwa Low-Phosphorus,2200,1919,40.6,86.0,87.5,94.3,22.7,1.3,0.0,281,12.8,1
2025-03-05,ukwa,Ukwa Low-Phosphorus,2200,1792,37.9,84.9,91.6,94.4,22.1,1.9,0.0,408,18.5,1
2025-03-06,ukwa,Ukwa Low-Phosphorus,2200,2023,42.1,87.5,93.5,95.3,23.3,0.7,0.0,177,8.0,0
2025-03-07,ukwa,Ukwa Low-Phosphorus,2200,1847,42.0,86.9,87.3,91.6,22.3,1.7,0.0,353,16.0,1
2025-03-08,ukwa,Ukwa Low-Phosphorus,2200,1995,43.0,87.3,91.6,99.0,23.1,0.9,0.0,205,9.3,0
2025-03-09,ukwa,Ukwa Low-Phosphorus,2200,1805,41.6,85.9,89.8,92.1,22.7,1.3,0.0,395,18.0,1
2025-03-10,ukwa,Ukwa Low-Phosphorus,2200,1751,42.8,86.5,88.1,93.8,22.0,2.0,0.0,449,20.4,1
2025-03-11,ukwa,Ukwa Low-Phosphorus,2200,1844,43.3,86.2,93.3,90.4,22.7,1.3,0.0,356,16.2,1
2025-03-12,ukwa,Ukwa Low-Phosphorus,2200,1810,41.7,85.1,91.3,92.2,22.5,1.5,0.0,390,17.7,1
2025-03-13,ukwa,Ukwa Low-Phosphorus,2200,1765,42.0,85.0,87.1,92.5,22.1,1.9,0.0,435,19.8,1
2025-03-14,ukwa,Ukwa Low-Phosphorus,2200,1796,41.7,85.5,87.1,94.4,22.4,1.6,0.0,404,18.4,1
2025-03-15,ukwa,Ukwa Low-Phosphorus,2200,1767,42.2,85.2,91.0,93.6,22.5,1.5,0.0,433,19.7,1
2025-03-16,ukwa,Ukwa Low-Phosphorus,2200,1803,41.5,85.6,92.7,89.4,22.5,1.5,0.0,397,18.0,1
2025-03-17,ukwa,Ukwa Low-Phosphorus,2200,1973,42.6,88.2,91.7,93.1,23.0,1.0,0.0,227,10.3,1
2025-03-18,ukwa,Ukwa Low-Phosphorus,2200,1958,42.2,87.3,91.7,93.2,23.4,0.6,0.0,242,11.0,1
2025-03-19,ukwa,Ukwa Low-Phosphorus,2200,1923,41.8,87.0,89.7,98.2,22.7,1.3,0.0,277,12.6,1
2025-03-20,ukwa,Ukwa Low-Phosphorus,2200,1749,41.3,87.4,88.2,88.8,22.5,1.5,0.0,451,20.5,1
2025-03-21,ukwa,Ukwa Low-Phosphorus,2200,1845,41.8,85.7,89.5,93.5,23.4,0.6,0.0,355,16.1,1
2025-03-22,ukwa,Ukwa Low-Phosphorus,2200,1780,43.0,86.8,85.5,92.8,22.3,1.7,0.0,420,19.1,1
2025-03-23,ukwa,Ukwa Low-Phosphorus,2200,1899,42.3,87.0,91.1,94.2,22.5,1.5,0.0,301,13.7,1
2025-03-24,ukwa,Ukwa Low-Phosphorus,2200,1932,42.3,86.6,95.0,97.1,23.2,0.8,0.0,268,12.2,1
