date,mine_id,mine_name,planned_tonnage,actual_tonnage,ore_grade_mn,recovery_rate,crusher_utilization,fleet_availability,operating_hours,downtime_hours,rainfall_mm,shortfall_tonnes,shortfall_percentage,shortfall_event,production_trend_7d,production_trend_30d,shortfall_rate,target_deviation,rolling_downtime_7d
2025-10-19,tirodi,Tirodi Manganese Lease,3200,2588,36.5,86.1,87.7,87.7,22.9,1.1,0.0,612,19.1,1,2549.9,2539.3,20.4,-0.1912,8.2
2025-10-20,tirodi,Tirodi Manganese Lease,3200,2610,36.6,87.3,91.0,88.8,22.4,1.6,0.0,590,18.4,1,2572.7,2544.9,19.9,-0.1844,9.2
2025-10-21,tirodi,Tirodi Manganese Lease,3200,2383,36.4,85.6,92.0,84.1,22.3,1.7,0.0,817,25.5,1,2541.3,2540.1,21.3,-0.2553,9.5
2025-10-22,tirodi,Tirodi Manganese Lease,3200,2576,36.4,87.9,93.0,83.6,23.0,1.0,0.0,624,19.5,1,2550.1,2541.7,20.85,-0.195,8.8
2025-10-23,tirodi,Tirodi Manganese Lease,3200,2480,37.1,86.5,90.9,85.1,22.5,1.5,0.0,720,22.5,1,2522.7,2543.1,21.26,-0.225,9.5
2025-10-24,tirodi,Tirodi Manganese Lease,3200,2603,35.7,86.5,96.0,88.8,23.1,0.9,0.0,597,18.7,1,2526.1,2545.0,20.62,-0.1866,9.0
2025-10-25,tirodi,Tirodi Manganese Lease,3200,2513,36.9,86.4,95.3,85.4,23.0,1.0,0.0,687,21.5,1,2536.1,2545.8,20.84,-0.2147,8.8
2025-10-26,tirodi,Tirodi Manganese Lease,3200,2619,37.3,86.8,90.9,88.8,22.8,1.2,0.0,581,18.2,1,2540.6,2543.4,20.18,-0.1816,8.9
2025-10-27,tirodi,Tirodi Manganese Lease,3200,2463,36.1,86.7,86.8,87.7,22.5,1.5,0.0,737,23.0,1,2519.6,2537.4,20.89,-0.2303,8.8
2025-10-28,tirodi,Tirodi Manganese Lease,3200,2796,36.4,87.8,97.1,90.6,23.5,0.5,0.0,404,12.6,1,2578.6,2544.9,18.81,-0.1262,7.6
2025-10-29,tirodi,Tirodi Manganese Lease,3200,2331,35.9,87.3,88.9,79.6,23.0,1.0,0.0,869,27.2,1,2543.6,2531.1,20.91,-0.2716,7.6
2025-10-30,tirodi,Tirodi Manganese Lease,3200,2466,36.7,87.5,93.5,87.1,22.6,1.4,0.0,734,22.9,1,2541.6,2531.7,21.41,-0.2294,7.5
2025-10-31,tirodi,Tirodi Manganese Lease,3200,2616,36.7,86.9,91.1,87.1,22.7,1.3,0.0,584,18.2,1,2543.4,2531.7,20.61,-0.1825,7.9
2025-11-01,tirodi,Tirodi Manganese Lease,3200,2458,37.3,86.2,93.6,85.1,23.4,0.6,0.0,742,23.2,1,2535.6,2530.0,21.25,-0.2319,7.5
2025-11-02,tirodi,Tirodi Manganese Lease,3200,2611,35.8,86.4,88.8,89.1,22.4,1.6,0.0,589,18.4,1,2534.4,2532.8,20.54,-0.1841,7.9
2025-11-03,tirodi,Tirodi Manganese Lease,3200,2608,36.5,85.6,90.1,89.2,22.5,1.5,0.0,592,18.5,1,2555.1,2531.5,20.03,-0.185,7.9
2025-11-04,tirodi,Tirodi Manganese Lease,3200,2585,36.0,87.6,94.5,89.6,22.9,1.1,0.0,615,19.2,1,2525.0,2537.3,19.82,-0.1922,8.5
2025-11-05,tirodi,Tirodi Manganese Lease,3200,2604,36.1,86.4,88.1,92.8,22.0,2.0,0.0,596,18.6,1,2564.0,2538.5,19.52,-0.1862,9.5
2025-11-06,tirodi,Tirodi Manganese Lease,3200,2690,36.2,87.7,97.1,87.3,23.5,0.5,0.0,510,15.9,1,2596.0,2537.9,18.61,-0.1594,8.6
2025-11-07,tirodi,Tirodi Manganese Lease,3200,2617,35.1,84.7,90.2,88.2,23.2,0.8,0.0,583,18.2,1,2596.1,2540.3,18.51,-0.1822,8.1
2025-11-08,tirodi,Tirodi Manganese Lease,3200,2698,36.3,86.8,91.5,87.1,23.4,0.6,0.0,502,15.7,1,2630.4,2546.4,17.81,-0.1569,8.1
2025-11-09,tirodi,Tirodi Manganese Lease,3200,2438,36.9,85.7,86.4,87.8,22.3,1.7,0.0,762,23.8,1,2605.7,2564.1,19.31,-0.2381,8.2
2025-11-10,tirodi,Tirodi Manganese Lease,3200,2570,36.0,85.7,88.4,91.1,22.8,1.2,0.0,630,19.7,1,2600.3,2562.4,19.4,-0.1969,7.9
2025-11-11,tirodi,Tirodi Manganese Lease,3200,2505,35.0,86.2,94.0,88.0,22.9,1.1,0.0,695,21.7,1,2588.9,2556.3,19.98,-0.2172,7.9
2025-11-12,tirodi,Tirodi Manganese Lease,3200,2400,31.2,82.3,88.4,87.9,22.3,1.7,0.0,800,25.0,1,2559.7,2554.6,21.23,-0.25,7.6
2025-11-13,tirodi,Tirodi Manganese Lease,3200,2518,37.4,86.1,93.2,86.5,22.5,1.5,0.0,682,21.3,1,2535.1,2551.8,21.25,-0.2131,8.6
2025-11-14,tirodi,Tirodi Manganese Lease,3200,2599,36.7,86.8,92.9,89.8,22.3,1.7,0.0,601,18.8,1,2532.6,2554.6,20.64,-0.1878,9.5
2025-11-15,tirodi,Tirodi Manganese Lease,3200,2477,36.3,86.1,92.9,86.3,23.2,0.8,0.0,723,22.6,1,2501.0,2548.1,21.13,-0.2259,9.7
2025-11-16,tirodi,Tirodi Manganese Lease,3200,2524,35.8,85.8,93.5,86.4,23.2,0.8,0.0,676,21.1,1,2513.3,2546.3,21.12,-0.2112,8.8
2025-11-17,tirodi,Tirodi Manganese Lease,3200,2554,36.4,87.9,90.5,86.4,23.4,0.6,0.0,646,20.2,1,2511.0,2550.0,20.89,-0.2019,8.2
2025-11-18,tirodi,Tirodi Manganese Lease,3200,2553,37.3,87.4,84.6,90.9,22.0,2.0,0.0,647,20.2,1,2517.9,2548.8,20.72,-0.2022,9.1
2025-11-19,tirodi,Tirodi Manganese Lease,3200,2351,35.6,84.7,87.5,86.0,22.1,1.9,0.0,849,26.5,1,2510.9,2540.2,22.16,-0.2653,9.3
2025-11-20,tirodi,Tirodi Manganese Lease,3200,2413,35.9,84.9,89.5,85.5,23.3,0.7,0.0,787,24.6,1,2495.9,2541.2,22.77,-0.2459,8.5
2025-11-21,tirodi,Tirodi Manganese Lease,3200,2446,36.0,86.5,94.8,84.8,23.0,1.0,0.0,754,23.6,1,2474.0,2536.9,22.98,-0.2356,7.8
2025-11-22,tirodi,Tirodi Manganese Lease,3200,2475,35.7,85.1,89.0,87.6,22.0,2.0,0.0,725,22.7,1,2473.7,2536.7,22.91,-0.2266,9.0
2025-11-23,tirodi,Tirodi Manganese Lease,3200,2635,36.9,87.0,91.9,89.5,22.2,1.8,0.0,565,17.7,1,2489.6,2537.8,21.61,-0.1766,10.0
2025-11-24,tirodi,Tirodi Manganese Lease,3200,2570,36.6,85.5,89.1,89.0,22.4,1.6,0.0,630,19.7,1,2491.9,2539.7,21.13,-0.1969,11.0
2025-11-25,tirodi,Tirodi Manganese Lease,3200,2502,36.8,86.6,90.0,85.0,23.4,0.6,0.0,698,21.8,1,2484.6,2535.8,21.3,-0.2181,9.6
2025-11-26,tirodi,Tirodi Manganese Lease,3200,1776,36.4,87.0,60.7,88.9,15.8,8.2,0.0,1424,44.5,1,2402.4,2512.9,27.1,-0.445,15.9
2025-11-27,tirodi,Tirodi Manganese Lease,3200,2668,37.6,88.7,87.2,88.2,22.7,1.3,0.0,532,16.6,1,2438.9,2508.6,24.47,-0.1662,16.5
2025-11-28,tirodi,Tirodi Manganese Lease,3200,2524,35.9,86.2,91.2,87.8,23.4,0.6,0.0,676,21.1,1,2450.0,2515.0,23.63,-0.2112,16.1
2025-11-29,tirodi,Tirodi Manganese Lease,3200,2647,36.5,85.8,90.6,91.1,22.8,1.2,0.0,553,17.3,1,2474.6,2521.1,22.05,-0.1728,15.3
2025-11-30,tirodi,Tirodi Manganese Lease,3200,2542,37.0,85.6,88.4,91.9,22.4,1.6,0.0,658,20.6,1,2461.3,2518.6,21.69,-0.2056,15.1
2025-12-01,tirodi,Tirodi Manganese Lease,3200,2795,36.5,85.9,94.5,93.0,23.4,0.6,0.0,405,12.7,1,2493.4,2529.8,19.44,-0.1266,14.1
2025-12-02,tirodi,Tirodi Manganese Lease,3200,2510,36.3,88.0,84.5,85.8,22.0,2.0,0.0,690,21.6,1,2494.6,2526.5,19.98,-0.2156,15.5
2025-12-03,tirodi,Tirodi Manganese Lease,3200,2627,35.7,86.7,89.8,91.3,22.8,1.2,0.0,573,17.9,1,2616.1,2527.1,19.46,-0.1791,8.5
2025-12-04,tirodi,Tirodi Manganese Lease,3200,2558,36.0,85.2,92.6,88.6,23.0,1.0,0.0,642,20.1,1,2600.4,2526.2,19.62,-0.2006,8.2
2025-12-05,tirodi,Tirodi Manganese Lease,3200,2404,35.4,86.4,88.7,87.7,22.0,2.0,0.0,796,24.9,1,2583.3,2519.5,20.94,-0.2488,9.6
2025-12-06,tirodi,Tirodi Manganese Lease,3200,2476,36.7,87.6,85.5,90.1,22.0,2.0,0.0,724,22.6,1,2558.9,2512.4,21.35,-0.2262,10.4
2025-12-07,tirodi,Tirodi Manganese Lease,3200,2466,35.5,86.9,87.4,84.8,22.1,1.9,0.0,734,22.9,1,2548.0,2507.4,21.74,-0.2294,10.7
2025-12-08,tirodi,Tirodi Manganese Lease,3200,2462,34.8,86.4,84.3,89.3,22.1,1.9,0.0,738,23.1,1,2500.4,2499.5,22.08,-0.2306,12.0
2025-12-09,tirodi,Tirodi Manganese Lease,3200,2475,36.2,86.8,94.8,87.3,22.9,1.1,0.0,725,22.7,1,2495.4,2500.7,22.24,-0.2266,11.1
2025-12-10,tirodi,Tirodi Manganese Lease,3200,2385,35.6,87.0,86.5,86.4,22.2,1.8,0.0,815,25.5,1,2460.9,2494.6,23.05,-0.2547,11.7
2025-12-11,tirodi,Tirodi Manganese Lease,3200,2703,35.9,86.5,92.2,91.4,22.8,1.2,0.0,497,15.5,1,2481.6,2501.2,21.16,-0.1553,11.9
2025-12-12,tirodi,Tirodi Manganese Lease,3200,2571,35.8,85.1,94.2,88.1,23.5,0.5,0.0,629,19.7,1,2505.4,2506.9,20.8,-0.1966,10.4
2025-12-13,tirodi,Tirodi Manganese Lease,3200,2563,36.3,87.4,92.5,89.5,22.4,1.6,0.0,637,19.9,1,2517.9,2508.4,20.57,-0.1991,10.0
2025-12-14,tirodi,Tirodi Manganese Lease,3200,2286,35.8,85.4,88.6,79.7,22.1,1.9,0.0,914,28.6,1,2492.1,2497.9,22.58,-0.2856,10.0
2025-12-15,tirodi,Tirodi Manganese Lease,3200,2633,35.3,86.4,92.6,87.9,23.0,1.0,0.0,567,17.7,1,2516.6,2503.1,21.36,-0.1772,9.1
2025-12-16,tirodi,Tirodi Manganese Lease,3200,2563,36.2,85.7,93.6,88.9,23.4,0.6,0.0,637,19.9,1,2529.1,2504.4,21.0,-0.1991,8.6
2025-12-17,tirodi,Tirodi Manganese Lease,3200,2548,36.0,86.1,93.2,89.3,23.0,1.0,0.0,652,20.4,1,2552.4,2504.2,20.85,-0.2037,7.8
2025-12-18,tirodi,Tirodi Manganese Lease,3200,2426,35.6,85.9,89.8,83.5,22.7,1.3,0.0,774,24.2,1,2512.9,2500.0,21.68,-0.2419,7.9
2025-12-19,tirodi,Tirodi Manganese Lease,3200,2519,35.9,86.6,90.4,88.9,22.2,1.8,0.0,681,21.3,1,2505.4,2505.6,21.59,-0.2128,9.2
2025-12-20,tirodi,Tirodi Manganese Lease,3200,2553,36.3,86.7,92.8,87.2,22.4,1.6,0.0,647,20.2,1,2504.0,2510.3,21.24,-0.2022,9.2
2025-12-21,tirodi,Tirodi Manganese Lease,3200,2559,36.4,85.3,93.9,88.7,22.9,1.1,0.0,641,20.0,1,2543.0,2514.0,20.93,-0.2003,8.4
2025-12-22,tirodi,Tirodi Manganese Lease,3200,2350,35.5,87.2,87.5,84.8,22.0,2.0,0.0,850,26.6,1,2502.6,2509.9,22.35,-0.2656,9.4
2025-12-23,tirodi,Tirodi Manganese Lease,3200,2662,35.9,86.8,89.2,87.9,22.9,1.1,0.0,538,16.8,1,2516.7,2510.8,20.96,-0.1681,9.9
2025-12-24,tirodi,Tirodi Manganese Lease,3200,2440,36.3,85.6,85.4,86.0,22.4,1.6,0.0,760,23.8,1,2501.3,2506.4,21.67,-0.2375,10.5
2025-12-25,tirodi,Tirodi Manganese Lease,3200,2582,36.1,85.4,90.1,87.1,23.1,0.9,0.0,618,19.3,1,2523.6,2509.1,21.08,-0.1931,10.1
2025-12-26,tirodi,Tirodi Manganese Lease,3200,2728,36.3,86.0,88.7,92.7,22.9,1.1,0.0,472,14.8,1,2553.4,2540.8,19.51,-0.1475,9.4
2025-12-27,tirodi,Tirodi Manganese Lease,3200,2621,36.5,86.7,89.2,87.2,22.9,1.1,0.0,579,18.1,1,2563.1,2539.3,19.16,-0.1809,8.9
2025-12-28,tirodi,Tirodi Manganese Lease,3200,2590,36.0,86.9,90.9,90.1,22.8,1.2,0.0,610,19.1,1,2567.6,2541.5,19.14,-0.1906,9.0
2025-12-29,tirodi,Tirodi Manganese Lease,3200,2470,36.5,87.6,88.9,86.4,22.5,1.5,0.0,730,22.8,1,2584.7,2535.6,20.06,-0.2281,8.5
2025-12-30,tirodi,Tirodi Manganese Lease,3200,2629,37.0,86.2,88.4,90.4,22.7,1.3,0.0,571,17.8,1,2580.0,2538.5,19.49,-0.1784,8.7
2025-12-31,tirodi,Tirodi Manganese Lease,3200,2533,36.0,86.2,87.6,90.0,22.6,1.4,0.0,667,20.8,1,2593.3,2529.7,19.82,-0.2084,8.5
2026-01-01,tirodi,Tirodi Manganese Lease,3200,2669,35.6,85.6,88.3,91.6,22.8,1.2,0.0,531,16.6,1,2605.7,2535.0,19.01,-0.1659,8.8
2026-01-02,tirodi,Tirodi Manganese Lease,3200,2446,36.9,86.8,93.5,86.4,22.7,1.3,0.0,754,23.6,1,2565.4,2529.0,20.16,-0.2356,9.0
2026-01-03,tirodi,Tirodi Manganese Lease,3200,2574,37.2,88.3,88.0,85.0,22.8,1.2,0.0,626,19.6,1,2558.7,2529.5,20.02,-0.1956,9.1
2026-01-04,tirodi,Tirodi Manganese Lease,3200,2549,37.1,88.5,88.3,86.7,22.2,1.8,0.0,651,20.3,1,2552.9,2534.4,20.09,-0.2034,9.7
2026-01-05,tirodi,Tirodi Manganese Lease,3200,2484,36.5,85.3,89.7,86.7,23.0,1.0,0.0,716,22.4,1,2554.9,2534.6,20.67,-0.2238,9.2
2026-01-06,tirodi,Tirodi Manganese Lease,3200,2507,35.9,86.9,92.2,89.3,22.5,1.5,0.0,693,21.7,1,2537.4,2536.0,20.93,-0.2166,9.4
2026-01-07,tirodi,Tirodi Manganese Lease,3200,2506,35.5,86.0,91.6,89.4,22.0,2.0,0.0,694,21.7,1,2533.6,2537.5,21.12,-0.2169,10.0
2026-01-08,tirodi,Tirodi Manganese Lease,3200,2812,36.5,88.0,92.8,95.7,22.8,1.2,0.0,388,12.1,1,2554.0,2548.7,18.86,-0.1212,10.0
2026-01-09,tirodi,Tirodi Manganese Lease,3200,2449,36.5,85.4,93.5,83.4,22.7,1.3,0.0,751,23.5,1,2554.4,2550.8,20.02,-0.2347,10.0
2026-01-10,tirodi,Tirodi Manganese Lease,3200,2797,35.3,86.7,94.7,90.9,23.4,0.6,0.0,403,12.6,1,2586.3,2554.0,18.17,-0.1259,9.4
2026-01-11,tirodi,Tirodi Manganese Lease,3200,2449,37.8,86.1,84.6,89.7,22.1,1.9,0.0,751,23.5,1,2572.0,2549.9,19.5,-0.2347,9.5
2026-01-12,tirodi,Tirodi Manganese Lease,3200,1972,37.4,86.1,70.3,89.1,17.0,7.0,0.0,1228,38.4,1,2498.9,2530.2,24.23,-0.3838,15.5
2026-01-13,tirodi,Tirodi Manganese Lease,3200,2548,36.7,88.0,89.5,88.5,22.3,1.7,0.0,652,20.4,1,2504.7,2538.9,23.27,-0.2037,15.7
2026-01-14,tirodi,Tirodi Manganese Lease,3200,2361,32.1,84.9,89.7,85.6,22.0,2.0,0.0,839,26.2,1,2484.0,2529.9,24.0,-0.2622,15.7
2026-01-15,tirodi,Tirodi Manganese Lease,3200,2541,36.0,85.7,89.7,91.7,22.7,1.3,0.0,659,20.6,1,2445.3,2529.1,23.15,-0.2059,15.8
2026-01-16,tirodi,Tirodi Manganese Lease,3200,2533,36.1,85.0,92.2,89.8,23.0,1.0,0.0,667,20.8,1,2457.3,2528.6,22.56,-0.2084,15.5
2026-01-17,tirodi,Tirodi Manganese Lease,3200,2498,34.4,86.1,86.6,91.8,22.2,1.8,0.0,702,21.9,1,2414.6,2531.0,22.4,-0.2194,16.7
2026-01-18,tirodi,Tirodi Manganese Lease,3200,2349,37.5,87.2,87.0,84.4,22.3,1.7,0.0,851,26.6,1,2400.3,2525.4,23.45,-0.2659,16.5
2026-01-19,tirodi,Tirodi Manganese Lease,3200,2456,35.8,87.1,88.8,82.7,22.6,1.4,0.0,744,23.2,1,2469.4,2522.1,23.39,-0.2325,10.9
2026-01-20,tirodi,Tirodi Manganese Lease,3200,2526,35.5,85.2,85.6,87.1,22.4,1.6,0.0,674,21.1,1,2466.3,2521.0,22.81,-0.2106,10.8
2026-01-21,tirodi,Tirodi Manganese Lease,3200,2662,35.7,85.7,89.6,88.3,23.1,0.9,0.0,538,16.8,1,2509.3,2531.4,21.31,-0.1681,9.7
2026-01-22,tirodi,Tirodi Manganese Lease,3200,2569,33.9,85.3,91.5,88.8,23.1,0.9,0.0,631,19.7,1,2513.3,2528.3,20.91,-0.1972,9.3
2026-01-23,tirodi,Tirodi Manganese Lease,3200,2555,36.0,87.0,95.8,88.0,23.0,1.0,0.0,645,20.2,1,2516.4,2532.2,20.73,-0.2016,9.3
2026-01-24,tirodi,Tirodi Manganese Lease,3200,2481,35.5,85.2,88.7,88.1,22.5,1.5,0.0,719,22.5,1,2514.0,2528.8,21.17,-0.2247,9.0
2026-01-25,tirodi,Tirodi Manganese Lease,3200,2556,37.0,87.2,89.9,87.2,22.4,1.6,0.0,644,20.1,1,2543.6,2523.1,20.91,-0.2013,8.9
2026-01-26,tirodi,Tirodi Manganese Lease,3200,2533,35.8,86.0,94.0,85.1,23.0,1.0,0.0,667,20.8,1,2554.6,2520.1,20.88,-0.2084,8.5
2026-01-27,tirodi,Tirodi Manganese Lease,3200,2316,37.1,86.3,86.7,83.8,22.2,1.8,0.0,884,27.6,1,2524.6,2511.0,22.56,-0.2762,8.7
2026-01-28,tirodi,Tirodi Manganese Lease,3200,2469,36.9,85.9,89.0,88.0,22.5,1.5,0.0,731,22.8,1,2497.0,2511.0,22.62,-0.2284,9.3
2026-01-29,tirodi,Tirodi Manganese Lease,3200,2500,35.8,85.7,93.0,88.9,22.4,1.6,0.0,700,21.9,1,2487.1,2506.7,22.44,-0.2188,10.0
2026-01-30,tirodi,Tirodi Manganese Lease,3200,2497,36.0,85.7,92.3,84.7,22.9,1.1,0.0,703,22.0,1,2478.9,2505.5,22.33,-0.2197,10.1
2026-01-31,tirodi,Tirodi Manganese Lease,3200,2578,36.5,86.9,90.4,86.7,22.6,1.4,0.0,622,19.4,1,2492.7,2502.4,21.6,-0.1944,10.0
2026-02-01,tirodi,Tirodi Manganese Lease,3200,2478,36.5,85.8,94.3,88.6,22.8,1.2,0.0,722,22.6,1,2481.6,2503.5,21.85,-0.2256,9.6
2026-02-02,tirodi,Tirodi Manganese Lease,3200,2514,36.3,87.6,94.5,84.9,23.5,0.5,0.0,686,21.4,1,2478.9,2501.5,21.74,-0.2144,9.1
2026-02-03,tirodi,Tirodi Manganese Lease,3200,2458,35.7,86.2,89.3,89.7,22.3,1.7,0.0,742,23.2,1,2499.1,2498.5,22.1,-0.2319,9.0
2026-02-04,tirodi,Tirodi Manganese Lease,3200,2456,35.2,86.2,88.5,88.7,22.4,1.6,0.0,744,23.2,1,2497.3,2497.5,22.38,-0.2325,9.1
2026-02-05,tirodi,Tirodi Manganese Lease,3200,2676,35.7,85.0,88.7,91.4,22.7,1.3,0.0,524,16.4,1,2522.4,2503.2,20.88,-0.1638,8.8
2026-02-06,tirodi,Tirodi Manganese Lease,3200,2379,36.3,87.7,88.4,83.7,22.1,1.9,0.0,821,25.7,1,2505.6,2498.9,22.09,-0.2566,9.6
2026-02-07,tirodi,Tirodi Manganese Lease,3200,2802,36.3,85.2,95.3,95.2,23.0,1.0,0.0,398,12.4,1,2537.6,2498.6,19.67,-0.1244,9.2
2026-02-08,tirodi,Tirodi Manganese Lease,3200,2652,35.8,87.4,93.4,91.3,22.8,1.2,0.0,548,17.1,1,2562.4,2505.4,19.02,-0.1713,9.2
2026-02-09,tirodi,Tirodi Manganese Lease,3200,2512,34.9,86.8,91.3,83.7,23.0,1.0,0.0,688,21.5,1,2562.1,2495.9,19.64,-0.215,9.7
2026-02-10,tirodi,Tirodi Manganese Lease,3200,2580,36.6,86.4,85.8,92.0,22.2,1.8,0.0,620,19.4,1,2579.6,2500.2,19.58,-0.1938,9.8
2026-02-11,tirodi,Tirodi Manganese Lease,3200,2613,36.4,85.8,94.0,89.1,23.3,0.7,0.0,587,18.3,1,2602.0,2521.6,19.26,-0.1834,8.9
2026-02-12,tirodi,Tirodi Manganese Lease,3200,2536,35.3,86.8,87.7,92.3,22.0,2.0,0.0,664,20.8,1,2582.0,2521.2,19.65,-0.2075,9.6
2026-02-13,tirodi,Tirodi Manganese Lease,3200,2684,37.5,86.6,91.1,92.2,23.2,0.8,0.0,516,16.1,1,2625.6,2532.0,18.76,-0.1612,8.5
2026-02-14,tirodi,Tirodi Manganese Lease,3200,2544,37.1,86.5,86.8,87.3,22.3,1.7,0.0,656,20.5,1,2588.7,2532.1,19.19,-0.205,9.2
2026-02-15,tirodi,Tirodi Manganese Lease,3200,2397,36.5,86.2,89.4,84.3,22.9,1.1,0.0,803,25.1,1,2552.3,2527.5,20.67,-0.2509,9.1
2026-02-16,tirodi,Tirodi Manganese Lease,3200,2407,36.7,86.6,89.0,85.2,22.8,1.2,0.0,793,24.8,1,2537.3,2524.5,21.7,-0.2478,9.3
2026-02-17,tirodi,Tirodi Manganese Lease,3200,2435,35.7,87.1,90.6,86.2,22.7,1.3,0.0,765,23.9,1,2516.6,2527.4,22.25,-0.2391,8.8
2026-02-18,tirodi,Tirodi Manganese Lease,3200,2527,36.4,86.6,85.7,87.9,22.2,1.8,0.0,673,21.0,1,2504.3,2529.7,21.94,-0.2103,9.9
2026-02-19,tirodi,Tirodi Manganese Lease,3200,2340,36.8,86.0,92.2,85.2,22.3,1.7,0.0,860,26.9,1,2476.3,2523.5,23.18,-0.2688,9.6
2026-02-20,tirodi,Tirodi Manganese Lease,3200,2688,35.4,85.6,92.1,90.6,22.8,1.2,0.0,512,16.0,1,2476.9,2524.4,21.38,-0.16,10.0
2026-02-21,tirodi,Tirodi Manganese Lease,3200,2590,36.6,86.8,89.8,88.5,22.3,1.7,0.0,610,19.1,1,2483.4,2525.1,20.81,-0.1906,10.0
2026-02-22,tirodi,Tirodi Manganese Lease,3200,2578,36.2,85.8,91.9,87.0,23.3,0.7,0.0,622,19.4,1,2509.3,2525.9,20.46,-0.1944,9.6
2026-02-23,tirodi,Tirodi Manganese Lease,3200,2309,35.7,85.4,88.0,82.9,22.8,1.2,0.0,891,27.8,1,2495.3,2520.1,22.3,-0.2784,9.6
2026-02-24,tirodi,Tirodi Manganese Lease,3200,2749,36.1,87.2,91.7,92.2,23.3,0.7,0.0,451,14.1,1,2540.1,2526.6,20.25,-0.1409,9.0
2026-02-25,tirodi,Tirodi Manganese Lease,3200,2424,36.1,86.1,93.5,87.1,22.5,1.5,0.0,776,24.2,1,2525.4,2522.9,21.23,-0.2425,8.7
2026-02-26,tirodi,Tirodi Manganese Lease,3200,2469,36.2,87.9,87.9,87.2,22.1,1.9,0.0,731,22.8,1,2543.9,2528.0,21.63,-0.2284,8.9
2026-02-27,tirodi,Tirodi Manganese Lease,3200,2650,35.6,87.3,91.9,92.0,22.8,1.2,0.0,550,17.2,1,2538.4,2534.1,20.52,-0.1719,8.9
2026-02-28,tirodi,Tirodi Manganese Lease,3200,1826,36.4,87.4,64.3,87.2,16.1,7.9,0.0,1374,42.9,1,2429.3,2511.6,26.11,-0.4294,15.1
2026-03-01,tirodi,Tirodi Manganese Lease,3200,2678,35.2,85.7,92.6,91.9,22.8,1.2,0.0,522,16.3,1,2443.6,2517.6,23.66,-0.1631,15.6
2026-03-02,tirodi,Tirodi Manganese Lease,3200,2588,36.2,85.4,92.2,86.3,23.2,0.8,0.0,612,19.1,1,2483.4,2518.0,22.52,-0.1912,15.2
2026-03-03,tirodi,Tirodi Manganese Lease,3200,2777,35.2,85.2,91.0,92.3,23.3,0.7,0.0,423,13.2,1,2487.4,2527.9,20.19,-0.1322,15.2
2026-03-04,tirodi,Tirodi Manganese Lease,3200,2615,35.9,87.6,86.6,89.4,22.5,1.5,0.0,585,18.3,1,2514.7,2531.3,19.72,-0.1828,15.2
2026-03-05,tirodi,Tirodi Manganese Lease,3200,2575,35.9,87.0,92.6,88.0,22.6,1.4,0.0,625,19.5,1,2529.9,2535.2,19.66,-0.1953,14.7
2026-03-06,tirodi,Tirodi Manganese Lease,3200,2451,36.7,85.6,88.4,87.0,23.1,0.9,0.0,749,23.4,1,2501.4,2535.0,20.6,-0.2341,14.4
2026-03-07,tirodi,Tirodi Manganese Lease,3200,2418,35.6,84.7,87.2,85.6,22.3,1.7,0.0,782,24.4,1,2586.0,2526.4,21.55,-0.2444,8.2
2026-03-08,tirodi,Tirodi Manganese Lease,3200,2604,36.7,86.2,91.2,90.5,22.1,1.9,0.0,596,18.6,1,2575.4,2533.9,20.81,-0.1862,8.9
2026-03-09,tirodi,Tirodi Manganese Lease,3200,2461,35.3,85.7,91.8,88.1,22.5,1.5,0.0,739,23.1,1,2557.3,2522.6,21.38,-0.2309,9.6
2026-03-10,tirodi,Tirodi Manganese Lease,3200,2578,34.7,86.2,91.1,91.2,22.8,1.2,0.0,622,19.4,1,2528.9,2520.1,20.89,-0.1944,10.1
2026-03-11,tirodi,Tirodi Manganese Lease,3200,2592,35.4,87.2,91.6,88.9,22.3,1.7,0.0,608,19.0,1,2525.6,2522.8,20.42,-0.19,10.3
2026-03-12,tirodi,Tirodi Manganese Lease,3200,2501,36.2,86.4,93.5,88.0,23.0,1.0,0.0,699,21.8,1,2515.0,2520.1,20.76,-0.2184,9.9
2026-03-13,tirodi,Tirodi Manganese Lease,3200,2547,35.8,85.7,94.5,89.3,22.7,1.3,0.0,653,20.4,1,2528.7,2517.9,20.67,-0.2041,10.3
2026-03-14,tirodi,Tirodi Manganese Lease,3200,2446,35.3,86.6,91.1,88.7,22.0,2.0,0.0,754,23.6,1,2532.7,2514.9,21.4,-0.2356,10.6
2026-03-15,tirodi,Tirodi Manganese Lease,3200,2577,35.9,86.2,90.5,90.9,22.1,1.9,0.0,623,19.5,1,2528.9,2511.4,20.93,-0.1947,10.6
2026-03-16,tirodi,Tirodi Manganese Lease,3200,2479,36.0,85.5,91.8,84.7,22.8,1.2,0.0,721,22.5,1,2531.4,2509.2,21.32,-0.2253,10.3
2026-03-17,tirodi,Tirodi Manganese Lease,3200,2777,36.3,86.4,93.3,90.9,23.4,0.6,0.0,423,13.2,1,2559.9,2521.9,19.29,-0.1322,9.7
2026-03-18,tirodi,Tirodi Manganese Lease,3200,2401,31.1,82.0,85.0,86.7,22.2,1.8,0.0,799,25.0,1,2532.6,2521.7,20.72,-0.2497,9.8
2026-03-19,tirodi,Tirodi Manganese Lease,3200,2624,35.9,86.0,91.0,90.6,22.2,1.8,0.0,576,18.0,1,2550.1,2528.0,20.04,-0.18,10.6
